Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
засмеяться,3378,start laughing,V,B1,LM,2,засмеялась,Fem.Sing.Past,_,_,_,_,
засмеяться,3379,start laughing,V,B1,LM,3,засмеялись,Plur.Past,_,_,_,_,
заходить,3380,come in,V,B1,"Golosa, MiP, LM",1,заходить,Inf,_,_,_,_,
заходить,3381,come in,V,B1,"Golosa, MiP, LM",2,заходит,Sing.3.Pres/Fut,_,_,_,_,
заходить,3382,come in,V,B1,"Golosa, MiP, LM",3,захожу,Sing.1.Pres/Fut,_,_,_,_,
защищать,3383,protect,V,B1,LM,1,защищать,Inf,_,_,_,_,
защищать,3384,protect,V,B1,LM,2,защищает,Sing.3.Pres/Fut,_,_,_,_,
защищать,3385,protect,V,B1,LM,3,защищал,Masc.Sing.Past,_,_,_,_,
заявление,3386,application,N.Neut.Inan,B1,LM,1,заявление,Acc.Sing,_,_,_,_,
заявление,3387,application,N.Neut.Inan,B1,LM,2,заявления,Nom.Plur,_,_,_,_,
заявление,3388,application,N.Neut.Inan,B1,LM,3,заявлений,Gen.Plur,_,_,_,_,
заяц,3389,hare,N.Masc.Anim,B1,LM,1,заяц,Nom.Sing,_,_,_,_,
заяц,3390,hare,N.Masc.Anim,B1,LM,2,зайца,Gen.Sing,_,_,_,_,
заяц,3391,hare,N.Masc.Anim,B1,LM,3,зайцы,Nom.Plur,_,_,_,_,
звезда,3392,star,N.Fem.Inan,B1,LM,1,звёзд,Gen.Plur,_,_,_,_,
звезда,3393,star,N.Fem.Inan,B1,LM,2,звезды,Gen.Sing,_,_,_,_,
звезда,3394,star,N.Fem.Inan,B1,LM,3,звёзды,Nom.Plur,_,_,_,_,
зверь,3395,animal,N.Masc.Anim,B1,"MiP, LM",1,зверей,Gen.Plur,_,_,_,_,
зверь,3396,animal,N.Masc.Anim,B1,"MiP, LM",2,зверь,Nom.Sing,_,_,_,_,
зверь,3397,animal,N.Masc.Anim,B1,"MiP, LM",3,зверя,Gen.Sing,_,_,_,_,
здороваться,3398,say hello,V,B1,LM,1,здороваюсь,Sing.1.Pres/Fut,_,_,_,_,
здороваться,3399,say hello,V,B1,LM,2,здороваются,Plur.3.Pres/Fut,_,_,_,_,
здороваться,3400,say hello,V,B1,LM,3,здороваться,Inf,_,_,_,_,
землетрясение,3401,earthquake,N.Neut.Inan,B1,LM,1,землетрясения,Gen.Sing,_,_,_,_,
землетрясение,3402,earthquake,N.Neut.Inan,B1,LM,2,землетрясений,Gen.Plur,_,_,_,_,
землетрясение,3403,earthquake,N.Neut.Inan,B1,LM,3,землетрясение,Nom.Sing,_,_,_,_,
знакомить,3404,introduce,V,B1,LM,1,знакомил,Masc.Sing.Past,_,_,_,_,
знаменитый,3405,famous,A,B1,"Golosa, LM",1,знаменитый,Nom.Masc.Sing,_,_,_,_,
знаменитый,3406,famous,A,B1,"Golosa, LM",2,знаменитых,Gen.Plur,_,_,_,_,
знаменитый,3407,famous,A,B1,"Golosa, LM",3,знаменитым,Ins.Masc.Sing,_,_,_,_,
знание,3408,knowledge,N.Neut.Inan,B1,LM,1,знаний,Gen.Plur,_,_,_,_,
знание,3409,knowledge,N.Neut.Inan,B1,LM,2,знание,Nom.Sing,_,_,_,_,
знание,3410,knowledge,N.Neut.Inan,B1,LM,3,знания,Gen.Sing,_,_,_,_,
зрение,3411,eyesight,N.Neut.Inan,B1,LM,1,зрения,Gen.Sing,_,_,_,_,
зритель,3412,viewer,N.Masc.Anim,B1,LM,1,зрителей,Gen.Plur,_,_,_,_,
зритель,3413,viewer,N.Masc.Anim,B1,LM,2,зритель,Nom.Sing,_,_,_,_,
зритель,3414,viewer,N.Masc.Anim,B1,LM,3,зрители,Nom.Plur,_,_,_,_,
азиатский,3415,Asian,A,B1,LM,1,азиатской,Ins.Fem.Sing,_,_,_,_,
азиатский,3416,Asian,A,B1,LM,2,азиатских,Anim.Acc.Plur,_,_,_,_,
азиатский,3417,Asian,A,B1,LM,3,азиатские,Nom.Plur,_,_,_,_,
языкознание,3418,linguistics,N.Neut.Inan,B1,LM,1,языкознания,Gen.Sing,_,_,_,_,
языкознание,3419,linguistics,N.Neut.Inan,B1,LM,2,языкознание,Nom.Sing,_,_,_,_,
языкознание,3420,linguistics,N.Neut.Inan,B1,LM,3,языкознанию,Dat.Sing,_,_,_,_,
зубной,3421,tooth,A,B1,"Golosa, LM",1,зубную,Acc.Fem.Sing,_,_,_,_,
зубной,3422,tooth,A,B1,"Golosa, LM",2,зубных,Gen.Plur,_,_,_,_,
зубной,3423,tooth,A,B1,"Golosa, LM",3,зубному,Dat.Masc.Sing,_,_,_,_,
идея,3424,idea,N.Fem.Inan,B1,LM,1,идея,Nom.Sing,_,_,_,_,
идея,3425,idea,N.Fem.Inan,B1,LM,2,идей,Gen.Plur,_,_,_,_,
идея,3426,idea,N.Fem.Inan,B1,LM,3,идею,Acc.Sing,_,_,_,_,
изменяться,3427,change,V,B1,LM,1,изменяется,Sing.3.Pres/Fut,_,_,_,_,
изменяться,3428,change,A,B1,LM,2,изменяющихся,Gen.Plur,_,_,_,_,
изменяться,3429,change,V,B1,LM,3,изменяются,Plur.3.Pres/Fut,_,_,_,_,
изображать,3430,depict,V,B1,LM,1,изображает,Sing.3.Pres/Fut,_,_,_,_,
изображать,3431,depict,V,B1,LM,2,изображать,Inf,_,_,_,_,
изображать,3432,depict,A,B1,LM,3,изображающие,Acc.Plur,_,_,_,_,
захотеть,3433,start wanting,V,B1,LM,1,захочет,Sing.3.Pres/Fut,_,_,_,_,
захотеть,3434,start wanting,V,B1,LM,2,захотел,Masc.Sing.Past,_,_,_,_,
захотеть,3435,start wanting,V,B1,LM,3,захотели,Plur.Past,_,_,_,_,
изучение,3436,learning,N.Neut.Inan,B1,LM,1,изучения,Gen.Sing,_,_,_,_,
изучение,3437,learning,N.Neut.Inan,B1,LM,2,изучение,Nom.Sing,_,_,_,_,
изучение,3438,learning,N.Neut.Inan,B1,LM,3,изучению,Dat.Sing,_,_,_,_,
иметь,3439,have,V,B1,"Golosa, LM",1,имеет,Sing.3.Pres/Fut,_,_,_,_,
иметь,3440,have,V,B1,"Golosa, LM",2,иметь,Inf,_,_,_,_,
иметь,3441,have,V,B1,"Golosa, LM",3,имеют,Plur.3.Pres/Fut,_,_,_,_,
импорт,3442,imported goods,N.Masc.Inan,B1,"MiP, LM",1,импортом,Ins.Sing,_,_,_,_,
импорт,3443,imported goods,N.Masc.Inan,B1,"MiP, LM",2,импорта,Gen.Sing,_,_,_,_,
импорт,3444,imported goods,N.Masc.Inan,B1,"MiP, LM",3,импорт,Nom.Sing,_,_,_,_,
интересовать,3445,interest,V,B1,"MiP, LM",1,интересует,Sing.3.Pres/Fut,_,_,_,_,
интересовать,3446,interest,V,B1,"MiP, LM",2,интересуют,Plur.3.Pres/Fut,_,_,_,_,
интересовать,3447,interest,V,B1,"MiP, LM",3,интересовало,Neut.Sing.Past,_,_,_,_,
интернациональный,3448,international,A,B1,LM,1,интернациональный,Nom.Masc.Sing,_,_,_,_,
интернациональный,3449,international,A,B1,LM,2,интернациональные,Nom.Plur,_,_,_,_,
интернациональный,3450,international,A,B1,LM,3,интернациональной,Ins.Fem.Sing,_,_,_,_,
миллиард,3451,billion,N.Masc.Inan,B1,LM,1,млрд,Gen.Plur,_,_,_,_,
миллиард,3452,billion,N.Masc.Inan,B1,LM,2,миллиардов,Gen.Plur,_,_,_,_,
миллиард,3453,billion,N.Masc.Inan,B1,LM,3,миллиарда,Gen.Sing,_,_,_,_,
интонация,3454,intonation,N.Fem.Inan,B1,LM,1,интонацией,Ins.Sing,_,_,_,_,
интонация,3455,intonation,N.Fem.Inan,B1,LM,2,интонациями,Ins.Plur,_,_,_,_,
интонация,3456,intonation,N.Fem.Inan,B1,LM,3,интонация,Nom.Sing,_,_,_,_,
информация,3457,information,N.Fem.Inan,B1,"Golosa, LM",1,информации,Gen.Sing,_,_,_,_,
информация,3458,information,N.Fem.Inan,B1,"Golosa, LM",2,информацию,Acc.Sing,_,_,_,_,
информация,3459,information,N.Fem.Inan,B1,"Golosa, LM",3,информация,Nom.Sing,_,_,_,_,
исполняться,3460,fulfill,V,B1,LM,1,исполняться,Inf,_,_,_,_,
исполняться,3461,fulfill,V,B1,LM,2,исполняется,Sing.3.Pres/Fut,_,_,_,_,
исполняться,3462,fulfill,V,B1,LM,3,исполняются,Plur.3.Pres/Fut,_,_,_,_,
использовать,3463,use,V,B1,LM,1,использовать,Inf,_,_,_,_,
использовать,3464,use,V,B1,LM,2,используют,Plur.3.Pres/Fut,_,_,_,_,
использовать,3465,use,V,B1,LM,3,использовали,Plur.Past,_,_,_,_,
исправлять,3466,correct,V,B1,"Golosa, LM",1,исправлять,Inf,_,_,_,_,
исправлять,3467,correct,V,B1,"Golosa, LM",2,исправляют,Plur.3.Pres/Fut,_,_,_,_,
исправлять,3468,correct,V,B1,"Golosa, LM",3,исправляя,Pres/Fut,_,_,_,_,
исследование,3469,study,N.Neut.Inan,B1,LM,1,исследования,Gen.Sing,_,_,_,_,
исследование,3470,study,N.Neut.Inan,B1,LM,2,исследований,Gen.Plur,_,_,_,_,
исследование,3471,study,N.Neut.Inan,B1,LM,3,исследовании,Loc.Sing,_,_,_,_,
кавычка,3472,quotation mark,N.Fem.Inan,B1,LM,1,кавычках,Loc.Plur,_,_,_,_,
календарь,3473,calendar,N.Masc.Inan,B1,"Golosa, MiP, LM",1,календаря,Gen.Sing,_,_,_,_,
календарь,3474,calendar,N.Masc.Inan,B1,"Golosa, MiP, LM",2,календарь,Nom.Sing,_,_,_,_,
календарь,3475,calendar,N.Masc.Inan,B1,"Golosa, MiP, LM",3,календаре,Loc.Sing,_,_,_,_,
каменный,3476,stone,A,B1,LM,1,каменный,Inan.Acc.Masc.Sing,_,_,_,_,
каменный,3477,stone,A,B1,LM,2,каменных,Loc.Plur,_,_,_,_,
каменный,3478,stone,A,B1,LM,3,каменном,Loc.Masc.Sing,_,_,_,_,
камень,3479,stone,N.Masc.Inan,B1,LM,1,камень,Acc.Sing,_,_,_,_,
камень,3480,stone,N.Masc.Inan,B1,LM,2,камня,Gen.Sing,_,_,_,_,
камень,3481,stone,N.Masc.Inan,B1,LM,3,камней,Gen.Plur,_,_,_,_,
капуста,3482,cabbage,N.Fem.Inan,B1,"Golosa, LM, Поехали",1,капустой,Ins.Sing,_,_,_,_,
капуста,3483,cabbage,N.Fem.Inan,B1,"Golosa, LM, Поехали",2,капусту,Acc.Sing,_,_,_,_,
капуста,3484,cabbage,N.Fem.Inan,B1,"Golosa, LM, Поехали",3,капуста,Nom.Sing,_,_,_,_,
карточка,3485,card,N.Fem.Inan,B1,"Golosa, MiP, LM",1,карточку,Acc.Sing,_,_,_,_,
карточка,3486,card,N.Fem.Inan,B1,"Golosa, MiP, LM",2,карточки,Gen.Sing,_,_,_,_,
карточка,3487,card,N.Fem.Inan,B1,"Golosa, MiP, LM",3,карточка,Nom.Sing,_,_,_,_,
кассир,3488,cashier,N.Masc.Anim,B1,"MiP, LM",1,кассир,Nom.Sing,_,_,_,_,
катание,3489,riding,N.Neut.Inan,B1,LM,1,катания,Gen.Sing,_,_,_,_,
катание,3490,riding,N.Neut.Inan,B1,LM,2,катанию,Dat.Sing,_,_,_,_,
катание,3491,riding,N.Neut.Inan,B1,LM,3,катанием,Ins.Sing,_,_,_,_,
катастрофа,3492,catastrophe,N.Fem.Inan,B1,LM,1,катастрофа,Nom.Sing,_,_,_,_,
катастрофа,3493,catastrophe,N.Fem.Inan,B1,LM,2,катастрофы,Gen.Sing,_,_,_,_,
катастрофа,3494,catastrophe,N.Fem.Inan,B1,LM,3,катастроф,Gen.Plur,_,_,_,_,
кататься,3495,ride,V,B1,"Golosa, LM",1,катались,Plur.Past,_,_,_,_,
кататься,3496,ride,V,B1,"Golosa, LM",2,катаются,Plur.3.Pres/Fut,_,_,_,_,
кататься,3497,ride,V,B1,"Golosa, LM",3,катаюсь,Sing.1.Pres/Fut,_,_,_,_,
пятерка,3498,«A» grade,N.Fem.Inan,B1,LM,1,пятёрку,Acc.Sing,_,_,_,_,
пятерка,3499,«A» grade,N.Fem.Inan,B1,LM,2,пятёрки,Acc.Plur,_,_,_,_,
пятерка,3500,«A» grade,N.Fem.Inan,B1,LM,3,пятёрке,Loc.Sing,_,_,_,_,
кафедра,3501,department,N.Fem.Inan,B1,"Golosa, LM",1,кафедры,Gen.Sing,_,_,_,_,
кафедра,3502,department,N.Fem.Inan,B1,"Golosa, LM",2,кафедр,Gen.Plur,_,_,_,_,
кафедра,3503,department,N.Fem.Inan,B1,"Golosa, LM",3,кафедру,Acc.Sing,_,_,_,_,
кашель,3504,coughing,N.Masc.Inan,B1,"LM, Поехали",1,кашель,Nom.Sing,_,_,_,_,
кашель,3505,coughing,N.Masc.Inan,B1,"LM, Поехали",2,кашле,Loc.Sing,_,_,_,_,
кашель,3506,coughing,N.Masc.Inan,B1,"LM, Поехали",3,кашля,Gen.Sing,_,_,_,_,
кефир,3507,kefir,N.Masc.Inan,B1,"Golosa, LM",1,кефира,Gen.Sing,_,_,_,_,
кефир,3508,kefir,N.Masc.Inan,B1,"Golosa, LM",2,кефир,Nom.Sing,_,_,_,_,
кислый,3509,sour,A,B1,LM,1,кислого,Gen.Neut.Sing,_,_,_,_,
кислый,3510,sour,A,B1,LM,2,кислых,Gen.Plur,_,_,_,_,
кислый,3511,sour,A,B1,LM,3,кислыми,Ins.Plur,_,_,_,_,
классический,3512,classical,A,B1,"Golosa, MiP, LM",1,классической,Gen.Fem.Sing,_,_,_,_,
классический,3513,classical,A,B1,"Golosa, MiP, LM",2,классическая,Nom.Fem.Sing,_,_,_,_,
классический,3514,classical,A,B1,"Golosa, MiP, LM",3,классический,Nom.Masc.Sing,_,_,_,_,
подымать,3515,lift up,V,B1,LM,1,подымая,Pres/Fut,_,_,_,_,
подымать,3516,lift up,V,B1,LM,2,подымать,Inf,_,_,_,_,
подымать,3517,lift up,V,B1,LM,3,подымаю,Sing.1.Pres/Fut,_,_,_,_,
ковер,3518,carpet,N.Masc.Inan,B1,LM,1,ковёр,Acc.Sing,_,_,_,_,
ковер,3519,carpet,N.Masc.Inan,B1,LM,2,ковры,Nom.Plur,_,_,_,_,
ковер,3520,carpet,N.Masc.Inan,B1,LM,3,ковром,Ins.Sing,_,_,_,_,
множественный,3521,multiple,A,B1,LM,1,множественных,Gen.Plur,_,_,_,_,
множественный,3522,multiple,A,B1,LM,2,множественными,Ins.Plur,_,_,_,_,
множественный,3523,multiple,A,B1,LM,3,множественным,Ins.Neut.Sing,_,_,_,_,
коллега,3524,colleague,N.Masc.Anim,B1,LM,1,коллеги,Nom.Plur,_,_,_,_,
коллега,3525,colleague,N.Masc.Anim,B1,LM,2,коллег,Gen.Plur,_,_,_,_,
коллега,3526,colleague,N.Masc.Anim,B1,LM,3,коллега,Nom.Sing,_,_,_,_,
коллекция,3527,collection,N.Fem.Inan,B1,LM,1,коллекции,Gen.Sing,_,_,_,_,
коллекция,3528,collection,N.Fem.Inan,B1,LM,2,коллекция,Nom.Sing,_,_,_,_,
коллекция,3529,collection,N.Fem.Inan,B1,LM,3,коллекцию,Acc.Sing,_,_,_,_,
кольцо,3530,ring,N.Neut.Inan,B1,LM,1,колец,Gen.Plur,_,_,_,_,
кольцо,3531,ring,N.Neut.Inan,B1,LM,2,кольцо,Acc.Sing,_,_,_,_,
кольцо,3532,ring,N.Neut.Inan,B1,LM,3,кольца,Gen.Sing,_,_,_,_,
командировка,3533,business trip,N.Fem.Inan,B1,LM,1,командировки,Acc.Plur,_,_,_,_,
командировка,3534,business trip,N.Fem.Inan,B1,LM,2,командировку,Acc.Sing,_,_,_,_,
командировка,3535,business trip,N.Fem.Inan,B1,LM,3,командировках,Loc.Plur,_,_,_,_,
конек,3536,ice skates,N.Masc.Anim,B1,LM,1,коньков,Gen.Plur,_,_,_,_,
конек,3537,ice skates,N.Masc.Anim,B1,LM,2,коньки,Nom.Plur,_,_,_,_,
конек,3538,ice skates,N.Masc.Anim,B1,LM,3,конёк,Nom.Sing,_,_,_,_,
конкурс,3539,competition,N.Masc.Inan,B1,LM,1,конкурс,Nom.Sing,_,_,_,_,
конкурс,3540,competition,N.Masc.Inan,B1,LM,2,конкурсе,Loc.Sing,_,_,_,_,
конкурс,3541,competition,N.Masc.Inan,B1,LM,3,конкурса,Gen.Sing,_,_,_,_,
консерватория,3542,conservatory,N.Fem.Inan,B1,LM,1,консерватории,Gen.Sing,_,_,_,_,
консерватория,3543,conservatory,N.Fem.Inan,B1,LM,2,консерватория,Nom.Sing,_,_,_,_,
консерватория,3544,conservatory,N.Fem.Inan,B1,LM,3,консерваторию,Acc.Sing,_,_,_,_,
конспектировать,3545,write down,V,B1,LM,1,конспектируешь,Sing.2.Pres/Fut,_,_,_,_,
конспектировать,3546,write down,V,B1,LM,2,конспектирую,Sing.1.Pres/Fut,_,_,_,_,
конституция,3547,Constitution,N.Fem.Inan,B1,LM,1,конституции,Gen.Sing,_,_,_,_,
конституция,3548,Constitution,N.Fem.Inan,B1,LM,2,конституция,Nom.Sing,_,_,_,_,
конституция,3549,Constitution,N.Fem.Inan,B1,LM,3,конституцию,Acc.Sing,_,_,_,_,
консультация,3550,consultation,N.Fem.Inan,B1,LM,1,консультации,Acc.Plur,_,_,_,_,
консультация,3551,consultation,N.Fem.Inan,B1,LM,2,консультацию,Acc.Sing,_,_,_,_,
консультация,3552,consultation,N.Fem.Inan,B1,LM,3,консультацией,Ins.Sing,_,_,_,_,
контрольный,3553,check,A,B1,LM,1,контрольных,Gen.Plur,_,_,_,_,
контрольный,3554,check,A,B1,LM,2,контрольные,Inan.Acc.Plur,_,_,_,_,
контрольный,3555,check,A,B1,LM,3,контрольной,Loc.Fem.Sing,_,_,_,_,
конференция,3556,conference,N.Fem.Inan,B1,LM,1,конференции,Gen.Sing,_,_,_,_,
конференция,3557,conference,N.Fem.Inan,B1,LM,2,конференция,Nom.Sing,_,_,_,_,
конференция,3558,conference,N.Fem.Inan,B1,LM,3,конференциях,Loc.Plur,_,_,_,_,
корень,3559,root,N.Masc.Inan,B1,LM,1,корни,Nom.Plur,_,_,_,_,
корень,3560,root,N.Masc.Inan,B1,LM,2,корней,Gen.Plur,_,_,_,_,
корень,3561,root,N.Masc.Inan,B1,LM,3,корня,Gen.Sing,_,_,_,_,
кормить,3562,feed,V,B1,LM,1,кормить,Inf,_,_,_,_,
кормить,3563,feed,V,B1,LM,2,кормили,Plur.Past,_,_,_,_,
кормить,3564,feed,V,B1,LM,3,кормит,Sing.3.Pres/Fut,_,_,_,_,
коробка,3565,box,N.Fem.Inan,B1,LM,1,коробку,Acc.Sing,_,_,_,_,
коробка,3566,box,N.Fem.Inan,B1,LM,2,коробка,Nom.Sing,_,_,_,_,
коробка,3567,box,N.Fem.Inan,B1,LM,3,коробке,Loc.Sing,_,_,_,_,
корова,3568,cow,N.Fem.Anim,B1,LM,1,корова,Nom.Sing,_,_,_,_,
корова,3569,cow,N.Fem.Anim,B1,LM,2,корову,Acc.Sing,_,_,_,_,
корова,3570,cow,N.Fem.Anim,B1,LM,3,коров,Gen.Plur,_,_,_,_,
корпус,3571,building,N.Masc.Inan,B1,LM,1,корпус,Nom.Sing,_,_,_,_,
корпус,3572,building,N.Masc.Inan,B1,LM,2,корпуса,Gen.Sing,_,_,_,_,
корпус,3573,building,N.Masc.Inan,B1,LM,3,корпусе,Loc.Sing,_,_,_,_,
кот,3574,cat,N.Masc.Anim,B1,LM,1,кота,Gen.Sing,_,_,_,_,
кот,3575,cat,N.Masc.Anim,B1,LM,2,кот,Nom.Sing,_,_,_,_,
кот,3576,cat,N.Masc.Anim,B1,LM,3,котов,Acc.Plur,_,_,_,_,
котлета,3577,meatball,N.Fem.Inan,B1,"Golosa, LM",1,котлеты,Acc.Plur,_,_,_,_,
котлета,3578,meatball,N.Fem.Inan,B1,"Golosa, LM",2,котлету,Acc.Sing,_,_,_,_,
котлета,3579,meatball,N.Fem.Inan,B1,"Golosa, LM",3,котлетами,Ins.Plur,_,_,_,_,
кошелек,3580,wallet,N.Masc.Inan,B1,LM,1,кошелёк,Acc.Sing,_,_,_,_,
кошелек,3581,wallet,N.Masc.Inan,B1,LM,2,кошелька,Gen.Sing,_,_,_,_,
кошелек,3582,wallet,N.Masc.Inan,B1,LM,3,кошельков,Gen.Plur,_,_,_,_,
